-0.181152;0.496948;0.766846;
-0.187744;0.487854;0.772217;
-0.151306;0.504761;0.792419;
-0.127686;0.438293;0.778687;
-0.0727539;0.465881;0.787476;
-0.114441;0.483154;0.795776;
-0.162903;0.510254;0.862183;
-0.11676;0.560425;0.848083;
-0.0510254;0.583374;0.807556;
-0.0310059;0.534973;0.794922;
-0.0298462;0.507446;0.763;
-0.0128174;0.556885;0.742432;
-0.0584717;0.486816;0.786743;
-0.104797;0.460022;0.832458;
-0.112854;0.482971;0.855347;
-0.093689;0.538452;0.87085;
-0.0849609;0.541626;0.875488;
-0.104858;0.540649;0.872925;
-0.114929;0.481079;0.854797;
-0.0979614;0.418152;0.825134;
-0.0632324;0.405579;0.815674;
-0.0155029;0.4021;0.815918;
0.00933838;0.42981;0.828125;
-0.0182495;0.437927;0.842957;
-0.0587769;0.440857;0.839355;
-0.0570679;0.461487;0.85083;
-0.0681152;0.469849;0.864319;
-0.0725098;0.466125;0.871338;
-0.0976562;0.464844;0.884705;
-0.093811;0.46936;0.897278;
-0.0899048;0.456177;0.913086;
-0.0734863;0.433289;0.948425;
-0.0791626;0.395996;0.976074;
-0.0969849;0.38446;1.02747;
-0.149292;0.381226;1.0434;
-0.124451;0.381958;1.0415;
-0.0678101;0.397034;1.02808;
-0.0502319;0.351624;1.01801;
-0.162231;0.298096;0.997864;
-0.256042;0.291504;0.94281;
-0.205627;0.311035;0.872864;
-0.0479126;0.347717;0.844482;
0.0407715;0.273071;0.845886;
0.02948;0.215332;0.839905;
-0.112915;0.179382;0.835632;
-0.198669;0.256042;0.84906;
-0.171814;0.311646;0.841431;
-0.0818481;0.258484;0.820801;
-0.0170288;0.178589;0.802002;
-0.00299072;0.162109;0.810486;
-0.0462036;0.177795;0.809875;
-0.0564575;0.208252;0.798767;
-0.0201416;0.249878;0.791016;
0.0144653;0.261353;0.810608;
0.00146484;0.245117;0.826416;
-0.0380249;0.217407;0.840637;
-0.046875;0.223755;0.847717;
-0.0286255;0.261902;0.849365;
0.00787354;0.291565;0.85083;
0.00250244;0.287109;0.845093;
0.00115967;0.264648;0.853516;
0.0151978;0.289795;0.850708;
0.038147;0.317932;0.858582;
0.0601196;0.360413;0.869568;
0.0394287;0.356079;0.89209;
0.0165405;0.332031;0.913269;
-0.0181885;0.327515;0.929382;
-0.00531006;0.370667;0.969971;
-0.0314331;0.391235;0.990784;
-0.0530396;0.377136;0.994629;
-0.0702515;0.367493;0.980957;
-0.0819092;0.39386;0.977295;
-0.012207;0.41095;0.979553;
0.0620117;0.42688;1.02856;
0.041687;0.439636;1.05798;
-0.0700684;0.409302;1.0697;
-0.226746;0.408264;1.05963;
-0.357239;0.409119;0.968872;
-0.274536;0.418335;0.854492;
-0.0979614;0.413635;0.765747;
0.012207;0.361328;0.726746;
0.0188599;0.270447;0.714355;
